overbust,bust,underbust,natural waist,waist,low waist,hip,gender,study
86.6,85.2,73.5,66.8,,73.7,91.1,Cis woman,ANSUR (1988)
90.4,92.7,78.4,79.9,,92.0,103.5,Cis woman,ANSUR (1988)
93.7,95.6,81.6,73.7,,83.4,100.5,Cis woman,ANSUR (1988)
91.4,91.6,79.0,76.5,,82.6,97.4,Cis woman,ANSUR (1988)
90.3,89.3,74.1,70.8,,77.0,94.7,Cis woman,ANSUR (1988)
90.5,93.3,77.6,77.9,,87.0,98.7,Cis woman,ANSUR (1988)
86.6,88.3,73.2,72.3,,74.8,98.8,Cis woman,ANSUR (1988)
89.9,91.6,74.7,74.5,,96.1,101.1,Cis woman,ANSUR (1988)
84.7,90.2,73.1,67.6,,73.6,89.8,Cis woman,ANSUR (1988)
96.8,102.3,83.9,77.7,,78.5,103.7,Cis woman,ANSUR (1988)
91.6,100.2,79.9,77.1,,92.0,105.7,Cis woman,ANSUR (1988)
81.0,81.2,71.9,62.1,,67.4,89.9,Cis woman,ANSUR (1988)
85.6,83.1,72.5,69.4,,74.0,101.7,Cis woman,ANSUR (1988)
94.6,98.1,80.0,75.1,,83.9,100.8,Cis woman,ANSUR (1988)
88.3,86.6,75.2,66.8,,70.0,95.0,Cis woman,ANSUR (1988)
85.4,83.9,74.6,67.1,,69.5,90.8,Cis woman,ANSUR (1988)
95.2,99.3,84.3,78.3,,88.7,106.8,Cis woman,ANSUR (1988)
88.0,86.9,76.7,70.7,,86.3,92.7,Cis woman,ANSUR (1988)
87.7,91.6,80.8,74.5,,78.8,100.0,Cis woman,ANSUR (1988)
86.7,89.9,77.3,75.0,,82.2,94.9,Cis woman,ANSUR (1988)
92.4,91.8,80.9,73.9,,83.9,93.6,Cis woman,ANSUR (1988)
92.8,95.0,78.1,80.2,,83.6,97.8,Cis woman,ANSUR (1988)
85.9,82.6,73.0,67.8,,72.4,97.2,Cis woman,ANSUR (1988)
84.7,85.0,69.7,64.2,,71.7,95.0,Cis woman,ANSUR (1988)
85.5,88.3,77.1,75.1,,81.1,94.2,Cis woman,ANSUR (1988)
96.2,105.5,85.0,89.1,,105.1,106.5,Cis woman,ANSUR (1988)
94.8,96.0,83.5,80.1,,85.2,104.0,Cis woman,ANSUR (1988)
83.6,85.9,72.5,68.2,,73.3,88.1,Cis woman,ANSUR (1988)
91.7,93.7,82.1,80.2,,86.3,112.6,Cis woman,ANSUR (1988)
87.7,89.8,75.7,72.5,,73.8,93.2,Cis woman,ANSUR (1988)
89.3,91.4,83.0,75.1,,84.0,99.8,Cis woman,ANSUR (1988)
85.7,91.1,74.8,75.5,,91.0,97.9,Cis woman,ANSUR (1988)
88.5,90.8,75.9,76.1,,83.8,97.6,Cis woman,ANSUR (1988)
82.4,84.5,70.9,65.0,,71.3,88.0,Cis woman,ANSUR (1988)
84.3,84.5,72.3,70.8,,79.3,92.6,Cis woman,ANSUR (1988)
86.5,88.7,72.9,67.8,,70.9,87.3,Cis woman,ANSUR (1988)
93.3,95.9,74.9,73.2,,77.4,96.0,Cis woman,ANSUR (1988)
88.7,89.9,78.0,72.8,,74.3,93.6,Cis woman,ANSUR (1988)
82.9,88.3,71.8,65.1,,71.7,100.1,Cis woman,ANSUR (1988)
96.7,100.9,88.1,83.0,,88.5,105.5,Cis woman,ANSUR (1988)
89.8,95.0,82.5,73.1,,81.9,105.9,Cis woman,ANSUR (1988)
92.2,93.3,81.3,75.0,,84.2,104.6,Cis woman,ANSUR (1988)
88.1,89.5,75.7,66.7,,81.9,99.8,Cis woman,ANSUR (1988)
89.9,94.0,82.6,75.3,,77.4,93.4,Cis woman,ANSUR (1988)
88.7,92.2,78.1,78.0,,85.5,105.8,Cis woman,ANSUR (1988)
82.3,87.2,65.5,64.2,,76.3,93.7,Cis woman,ANSUR (1988)
86.9,88.5,74.5,72.0,,76.0,97.0,Cis woman,ANSUR (1988)
89.3,92.0,75.0,71.1,,82.6,96.0,Cis woman,ANSUR (1988)
85.9,86.3,76.4,69.4,,75.7,97.9,Cis woman,ANSUR (1988)
93.5,96.0,78.8,77.5,,88.3,100.2,Cis woman,ANSUR (1988)
82.3,87.0,75.3,68.0,,71.0,88.8,Cis woman,ANSUR (1988)
88.4,88.2,78.9,68.8,,78.0,100.0,Cis woman,ANSUR (1988)
97.9,100.3,85.2,78.2,,85.0,89.6,Cis woman,ANSUR (1988)
91.8,91.2,74.2,71.9,,71.7,92.6,Cis woman,ANSUR (1988)
86.5,91.0,75.1,73.0,,81.1,98.1,Cis woman,ANSUR (1988)
87.3,87.7,73.9,68.2,,75.4,98.7,Cis woman,ANSUR (1988)
83.6,85.1,73.3,66.2,,72.2,93.2,Cis woman,ANSUR (1988)
86.6,88.5,77.8,72.3,,79.8,98.2,Cis woman,ANSUR (1988)
84.0,84.2,71.8,66.3,,73.5,88.2,Cis woman,ANSUR (1988)
93.6,95.6,81.2,70.3,,76.2,100.2,Cis woman,ANSUR (1988)
83.0,85.6,72.6,71.7,,80.1,95.0,Cis woman,ANSUR (1988)
93.0,95.1,81.7,75.4,,84.4,95.4,Cis woman,ANSUR (1988)
82.0,79.4,68.0,61.6,,67.1,93.2,Cis woman,ANSUR (1988)
86.4,88.9,73.5,71.8,,81.4,98.8,Cis woman,ANSUR (1988)
96.7,96.5,81.8,81.4,,93.5,106.7,Cis woman,ANSUR (1988)
89.8,90.9,76.0,67.9,,74.3,98.4,Cis woman,ANSUR (1988)
87.0,87.4,76.2,71.2,,75.5,91.3,Cis woman,ANSUR (1988)
85.2,83.8,72.3,67.7,,74.5,93.2,Cis woman,ANSUR (1988)
79.1,78.7,69.9,58.0,,61.0,83.3,Cis woman,ANSUR (1988)
87.4,88.8,77.1,73.6,,76.2,95.6,Cis woman,ANSUR (1988)
83.5,83.5,70.7,64.0,,69.4,92.4,Cis woman,ANSUR (1988)
99.7,101.9,86.0,84.5,,100.1,104.2,Cis woman,ANSUR (1988)
81.0,79.6,68.8,67.5,,76.8,87.2,Cis woman,ANSUR (1988)
90.1,91.0,78.8,76.6,,81.7,101.1,Cis woman,ANSUR (1988)
87.6,89.1,72.9,69.8,,80.3,92.6,Cis woman,ANSUR (1988)
88.5,94.0,77.5,73.9,,89.6,102.2,Cis woman,ANSUR (1988)
92.9,100.5,79.8,82.0,,90.4,106.3,Cis woman,ANSUR (1988)
86.5,85.2,71.3,66.8,,75.1,88.2,Cis woman,ANSUR (1988)
79.3,80.6,67.8,62.2,,69.1,91.3,Cis woman,ANSUR (1988)
83.9,82.2,69.8,67.3,,70.9,94.9,Cis woman,ANSUR (1988)
86.2,84.8,77.8,71.4,,75.4,95.4,Cis woman,ANSUR (1988)
88.5,87.3,76.1,71.8,,71.3,94.4,Cis woman,ANSUR (1988)
86.1,89.4,78.2,68.4,,70.3,92.9,Cis woman,ANSUR (1988)
90.9,93.0,81.4,80.8,,85.4,97.8,Cis woman,ANSUR (1988)
94.9,98.9,78.9,69.8,,72.1,95.7,Cis woman,ANSUR (1988)
94.7,96.0,81.9,78.9,,92.1,98.9,Cis woman,ANSUR (1988)
92.0,96.9,80.1,78.4,,93.1,98.4,Cis woman,ANSUR (1988)
87.8,88.3,78.0,70.9,,71.0,93.5,Cis woman,ANSUR (1988)
95.4,94.7,82.0,73.2,,80.5,100.0,Cis woman,ANSUR (1988)
84.9,85.7,73.7,66.9,,71.4,87.2,Cis woman,ANSUR (1988)
87.7,90.5,76.5,69.4,,78.8,92.2,Cis woman,ANSUR (1988)
95.1,94.3,83.3,75.9,,80.1,96.8,Cis woman,ANSUR (1988)
89.0,96.2,79.0,77.1,,88.6,104.4,Cis woman,ANSUR (1988)
99.3,102.6,85.8,87.1,,92.6,101.4,Cis woman,ANSUR (1988)
85.9,85.2,75.2,66.5,,71.4,93.1,Cis woman,ANSUR (1988)
93.3,96.2,80.9,75.7,,83.6,99.6,Cis woman,ANSUR (1988)
93.9,98.4,84.9,75.8,,75.9,97.1,Cis woman,ANSUR (1988)
96.1,103.3,83.8,82.3,,95.3,104.6,Cis woman,ANSUR (1988)
98.3,103.1,90.1,82.1,,90.8,108.3,Cis woman,ANSUR (1988)
99.3,101.4,87.5,85.2,,85.7,101.7,Cis woman,ANSUR (1988)
92.1,94.8,76.4,72.5,,83.2,99.1,Cis woman,ANSUR (1988)
88.8,90.5,79.3,71.0,,81.9,99.8,Cis woman,ANSUR (1988)
90.1,91.9,78.1,73.4,,81.0,101.7,Cis woman,ANSUR (1988)
85.2,88.2,75.3,70.4,,77.1,90.1,Cis woman,ANSUR (1988)
82.6,81.8,72.5,66.6,,72.0,90.4,Cis woman,ANSUR (1988)
87.5,87.5,75.8,72.5,,79.6,96.0,Cis woman,ANSUR (1988)
92.6,97.5,80.8,79.1,,92.4,102.5,Cis woman,ANSUR (1988)
82.2,81.8,68.5,62.9,,71.1,90.4,Cis woman,ANSUR (1988)
85.7,86.0,73.6,66.1,,72.9,92.0,Cis woman,ANSUR (1988)
94.3,94.9,80.8,75.8,,78.0,98.2,Cis woman,ANSUR (1988)
83.6,81.3,70.6,62.0,,63.2,84.4,Cis woman,ANSUR (1988)
91.6,96.0,80.4,77.6,,82.9,95.3,Cis woman,ANSUR (1988)
93.7,96.6,86.3,85.9,,90.2,100.7,Cis woman,ANSUR (1988)
84.5,84.2,76.1,66.5,,73.2,91.3,Cis woman,ANSUR (1988)
93.2,88.8,79.3,76.4,,86.5,108.2,Cis woman,ANSUR (1988)
94.8,94.8,81.3,77.0,,84.8,100.4,Cis woman,ANSUR (1988)
93.0,94.8,81.3,80.3,,94.7,108.2,Cis woman,ANSUR (1988)
95.1,96.0,89.1,80.6,,82.5,104.1,Cis woman,ANSUR (1988)
93.8,94.5,78.3,75.7,,85.7,98.2,Cis woman,ANSUR (1988)
80.3,77.9,70.4,59.8,,62.7,88.4,Cis woman,ANSUR (1988)
83.6,84.3,73.4,64.3,,73.7,89.7,Cis woman,ANSUR (1988)
89.6,92.4,79.8,73.0,,81.6,94.8,Cis woman,ANSUR (1988)
86.7,82.6,73.7,69.5,,80.1,93.2,Cis woman,ANSUR (1988)
83.2,86.9,77.9,74.4,,81.0,101.9,Cis woman,ANSUR (1988)
90.6,86.7,74.3,70.3,,77.5,100.5,Cis woman,ANSUR (1988)
84.5,84.6,75.7,71.2,,78.0,92.6,Cis woman,ANSUR (1988)
103.0,109.9,91.5,84.4,,92.5,105.7,Cis woman,ANSUR (1988)
80.9,81.4,70.3,67.8,,80.7,91.1,Cis woman,ANSUR (1988)
83.9,83.3,73.9,67.3,,70.9,91.2,Cis woman,ANSUR (1988)
93.5,93.8,79.5,77.0,,89.3,97.6,Cis woman,ANSUR (1988)
87.8,89.3,70.8,64.3,,71.2,93.8,Cis woman,ANSUR (1988)
82.8,85.8,73.0,66.8,,73.9,96.0,Cis woman,ANSUR (1988)
85.2,84.5,73.7,68.5,,88.1,92.3,Cis woman,ANSUR (1988)
85.3,90.4,72.5,69.9,,77.5,91.0,Cis woman,ANSUR (1988)
87.5,85.0,73.1,70.8,,77.4,102.8,Cis woman,ANSUR (1988)
85.6,88.9,75.2,66.5,,76.0,98.6,Cis woman,ANSUR (1988)
83.3,82.0,69.0,70.1,,79.0,92.6,Cis woman,ANSUR (1988)
99.3,99.5,85.5,81.9,,85.2,100.0,Cis woman,ANSUR (1988)
83.1,88.5,73.0,65.2,,70.8,93.5,Cis woman,ANSUR (1988)
85.9,83.5,75.4,69.7,,73.5,95.3,Cis woman,ANSUR (1988)
88.4,86.9,76.3,71.4,,77.9,100.9,Cis woman,ANSUR (1988)
89.8,91.8,74.4,70.7,,74.8,95.2,Cis woman,ANSUR (1988)
84.2,82.9,70.6,68.8,,80.4,92.7,Cis woman,ANSUR (1988)
88.1,87.6,72.7,69.1,,71.5,92.3,Cis woman,ANSUR (1988)
78.7,76.9,68.2,61.2,,67.9,91.2,Cis woman,ANSUR (1988)
88.8,84.2,75.4,71.1,,72.4,92.7,Cis woman,ANSUR (1988)
85.0,88.4,71.1,68.0,,73.1,95.9,Cis woman,ANSUR (1988)
84.4,87.0,73.7,70.4,,75.4,99.7,Cis woman,ANSUR (1988)
90.4,92.2,78.6,72.1,,79.1,95.2,Cis woman,ANSUR (1988)
95.8,102.2,79.3,77.3,,84.1,99.2,Cis woman,ANSUR (1988)
89.8,90.2,78.3,73.9,,77.3,103.1,Cis woman,ANSUR (1988)
88.4,87.9,74.0,64.3,,70.2,93.4,Cis woman,ANSUR (1988)
97.0,97.4,80.8,78.9,,86.2,101.9,Cis woman,ANSUR (1988)
89.1,98.5,83.5,82.3,,100.0,103.9,Cis woman,ANSUR (1988)
89.0,93.7,75.7,77.8,,81.4,98.7,Cis woman,ANSUR (1988)
84.8,88.8,74.6,70.5,,77.8,95.7,Cis woman,ANSUR (1988)
91.3,99.6,83.5,81.2,,92.3,102.2,Cis woman,ANSUR (1988)
91.4,92.3,76.5,72.9,,80.0,92.0,Cis woman,ANSUR (1988)
89.7,90.0,77.6,73.5,,82.0,99.5,Cis woman,ANSUR (1988)
86.5,87.9,74.4,74.2,,88.2,95.7,Cis woman,ANSUR (1988)
84.7,89.1,75.7,75.7,,85.7,94.9,Cis woman,ANSUR (1988)
82.2,81.6,68.3,62.2,,68.2,89.4,Cis woman,ANSUR (1988)
91.2,86.9,76.2,64.6,,65.3,97.4,Cis woman,ANSUR (1988)
87.4,89.1,77.5,71.9,,77.8,94.5,Cis woman,ANSUR (1988)
81.3,87.2,76.9,72.7,,72.7,89.8,Cis woman,ANSUR (1988)
88.5,88.0,77.5,71.4,,77.2,95.9,Cis woman,ANSUR (1988)
84.3,83.5,72.0,64.5,,74.4,95.3,Cis woman,ANSUR (1988)
89.1,89.1,77.5,70.3,,74.7,95.7,Cis woman,ANSUR (1988)
79.9,79.4,71.4,63.1,,64.0,87.5,Cis woman,ANSUR (1988)
96.2,106.9,92.8,89.8,,96.1,101.4,Cis woman,ANSUR (1988)
100.8,103.4,90.5,89.1,,97.4,107.6,Cis woman,ANSUR (1988)
93.5,95.5,81.3,74.7,,80.8,98.9,Cis woman,ANSUR (1988)
83.4,87.1,70.8,70.0,,83.5,100.3,Cis woman,ANSUR (1988)
84.4,90.2,79.1,72.2,,81.3,88.8,Cis woman,ANSUR (1988)
88.6,92.1,80.5,75.6,,83.2,101.8,Cis woman,ANSUR (1988)
96.8,97.7,80.3,73.4,,81.5,113.6,Cis woman,ANSUR (1988)
92.0,96.8,84.8,82.4,,85.6,96.0,Cis woman,ANSUR (1988)
92.7,91.3,80.3,71.0,,81.4,98.0,Cis woman,ANSUR (1988)
86.1,87.5,73.7,71.0,,73.3,95.3,Cis woman,ANSUR (1988)
88.3,88.7,73.4,64.7,,67.9,98.8,Cis woman,ANSUR (1988)
95.5,94.9,79.9,80.4,,88.0,102.8,Cis woman,ANSUR (1988)
88.0,87.3,77.6,71.8,,76.6,93.8,Cis woman,ANSUR (1988)
97.1,96.8,75.9,81.8,,86.0,101.1,Cis woman,ANSUR (1988)
87.6,87.5,77.0,74.8,,78.9,97.4,Cis woman,ANSUR (1988)
87.6,89.3,72.1,68.9,,72.8,94.0,Cis woman,ANSUR (1988)
88.6,89.8,79.8,71.7,,72.9,92.7,Cis woman,ANSUR (1988)
86.2,87.7,74.7,66.7,,71.2,102.4,Cis woman,ANSUR (1988)
84.6,86.3,75.0,67.1,,72.8,89.3,Cis woman,ANSUR (1988)
101.8,104.5,87.6,84.0,,96.5,109.1,Cis woman,ANSUR (1988)
89.1,90.4,75.9,70.2,,76.6,100.0,Cis woman,ANSUR (1988)
81.6,83.6,70.1,67.3,,71.6,88.4,Cis woman,ANSUR (1988)
89.8,93.9,84.3,77.5,,82.4,106.7,Cis woman,ANSUR (1988)
83.6,83.1,70.1,67.0,,68.2,90.3,Cis woman,ANSUR (1988)
94.8,93.1,81.7,78.1,,94.3,113.0,Cis woman,ANSUR (1988)
89.7,87.4,73.7,75.3,,82.5,101.8,Cis woman,ANSUR (1988)
105.2,109.4,93.9,94.2,,102.1,102.7,Cis woman,ANSUR (1988)
89.6,96.9,78.7,74.0,,84.0,100.5,Cis woman,ANSUR (1988)
88.1,92.6,79.8,80.0,,100.2,106.9,Cis woman,ANSUR (1988)
94.8,97.9,84.9,85.0,,93.9,103.8,Cis woman,ANSUR (1988)
81.2,83.0,74.0,66.2,,72.3,89.8,Cis woman,ANSUR (1988)
94.0,94.5,77.2,77.0,,92.1,94.5,Cis woman,ANSUR (1988)
84.5,88.3,75.6,74.1,,82.3,92.8,Cis woman,ANSUR (1988)
90.0,90.2,74.5,74.4,,92.6,104.1,Cis woman,ANSUR (1988)
89.5,92.1,80.3,79.5,,87.8,104.3,Cis woman,ANSUR (1988)
81.7,87.8,70.4,66.8,,73.2,85.0,Cis woman,ANSUR (1988)
85.2,88.3,74.9,64.4,,75.0,91.5,Cis woman,ANSUR (1988)
84.6,87.4,71.5,69.8,,71.8,94.7,Cis woman,ANSUR (1988)
89.2,89.5,76.4,72.6,,76.8,93.1,Cis woman,ANSUR (1988)
92.7,94.1,81.7,79.7,,89.5,103.0,Cis woman,ANSUR (1988)
86.5,89.3,73.3,70.1,,77.2,100.7,Cis woman,ANSUR (1988)
87.5,89.1,78.8,67.2,,75.4,97.8,Cis woman,ANSUR (1988)
83.6,89.1,72.7,68.8,,77.3,87.6,Cis woman,ANSUR (1988)
91.8,94.6,79.8,74.7,,81.7,105.1,Cis woman,ANSUR (1988)
90.2,88.3,76.0,67.3,,74.9,96.2,Cis woman,ANSUR (1988)
82.6,84.2,70.3,64.5,,67.0,95.6,Cis woman,ANSUR (1988)
98.4,103.0,92.0,91.8,,101.2,115.2,Cis woman,ANSUR (1988)
102.5,102.8,84.1,81.2,,94.8,103.4,Cis woman,ANSUR (1988)
83.2,84.9,68.4,62.0,,69.5,86.2,Cis woman,ANSUR (1988)
88.4,93.0,78.3,73.5,,83.3,102.8,Cis woman,ANSUR (1988)
85.0,89.1,73.5,68.4,,73.0,100.1,Cis woman,ANSUR (1988)
83.7,82.8,72.2,65.9,,73.4,90.0,Cis woman,ANSUR (1988)
95.1,99.9,77.7,78.1,,89.0,95.9,Cis woman,ANSUR (1988)
98.0,107.4,85.9,84.9,,102.0,107.7,Cis woman,ANSUR (1988)
85.9,85.4,72.5,72.4,,74.3,102.7,Cis woman,ANSUR (1988)
94.3,95.2,81.8,79.9,,85.0,105.2,Cis woman,ANSUR (1988)
95.2,100.3,83.6,77.3,,85.8,101.9,Cis woman,ANSUR (1988)
79.2,77.7,69.8,66.1,,72.6,87.7,Cis woman,ANSUR (1988)
87.5,90.8,73.5,71.3,,76.4,92.2,Cis woman,ANSUR (1988)
99.2,102.9,83.6,82.3,,91.3,107.1,Cis woman,ANSUR (1988)
88.3,91.0,77.8,70.9,,86.2,98.2,Cis woman,ANSUR (1988)
83.4,86.2,70.1,67.9,,79.2,93.0,Cis woman,ANSUR (1988)
87.9,87.8,74.8,70.4,,73.7,91.6,Cis woman,ANSUR (1988)
86.1,86.7,74.0,66.2,,72.1,89.4,Cis woman,ANSUR (1988)
91.7,89.9,79.8,80.6,,94.2,103.2,Cis woman,ANSUR (1988)
92.8,94.7,79.6,74.7,,87.6,96.6,Cis woman,ANSUR (1988)
88.4,90.1,76.0,72.4,,78.5,94.7,Cis woman,ANSUR (1988)
92.9,90.9,75.9,76.2,,81.8,106.6,Cis woman,ANSUR (1988)
78.0,78.6,69.4,63.6,,66.8,86.8,Cis woman,ANSUR (1988)
88.0,89.5,80.5,75.8,,83.8,102.5,Cis woman,ANSUR (1988)
86.8,89.4,75.5,70.6,,84.3,96.6,Cis woman,ANSUR (1988)
87.1,87.0,75.8,70.8,,80.0,96.3,Cis woman,ANSUR (1988)
87.8,97.1,83.3,75.8,,80.2,99.8,Cis woman,ANSUR (1988)
83.1,80.1,68.9,70.0,,70.6,96.0,Cis woman,ANSUR (1988)
87.6,96.8,74.2,69.8,,69.5,98.7,Cis woman,ANSUR (1988)
78.5,84.5,69.7,68.3,,72.6,96.4,Cis woman,ANSUR (1988)
94.3,96.2,81.3,76.3,,83.4,95.7,Cis woman,ANSUR (1988)
101.1,107.4,90.0,86.4,,98.0,110.0,Cis woman,ANSUR (1988)
97.1,97.8,85.6,82.9,,92.9,99.6,Cis woman,ANSUR (1988)
84.8,83.4,73.7,67.1,,76.5,90.2,Cis woman,ANSUR (1988)
98.6,102.8,84.7,84.2,,97.1,105.0,Cis woman,ANSUR (1988)
98.0,101.7,87.1,86.2,,94.7,99.8,Cis woman,ANSUR (1988)
93.8,95.5,80.0,74.4,,82.4,102.3,Cis woman,ANSUR (1988)
90.7,91.7,79.5,80.6,,81.7,95.5,Cis woman,ANSUR (1988)
97.1,99.1,79.4,76.5,,80.1,104.0,Cis woman,ANSUR (1988)
96.3,96.2,80.2,76.9,,93.3,105.4,Cis woman,ANSUR (1988)
89.1,90.1,77.2,67.8,,75.2,98.2,Cis woman,ANSUR (1988)
90.2,92.5,79.4,75.1,,80.1,96.7,Cis woman,ANSUR (1988)
86.1,84.1,73.7,66.3,,76.0,91.6,Cis woman,ANSUR (1988)
86.4,85.5,71.4,65.0,,67.5,92.7,Cis woman,ANSUR (1988)
97.9,99.9,82.7,79.7,,89.2,105.3,Cis woman,ANSUR (1988)
93.3,101.4,80.7,80.0,,87.8,97.3,Cis woman,ANSUR (1988)
85.3,81.6,70.6,69.0,,76.3,96.1,Cis woman,ANSUR (1988)
90.7,87.2,75.1,72.9,,77.9,99.3,Cis woman,ANSUR (1988)
91.3,91.7,79.4,75.0,,80.3,106.1,Cis woman,ANSUR (1988)
84.8,85.9,67.3,64.5,,69.3,93.5,Cis woman,ANSUR (1988)
84.9,87.8,72.0,67.1,,68.9,96.0,Cis woman,ANSUR (1988)
83.1,81.6,68.8,63.3,,70.8,90.3,Cis woman,ANSUR (1988)
88.1,89.3,73.8,71.5,,78.7,97.9,Cis woman,ANSUR (1988)
84.2,88.3,77.1,74.2,,77.8,96.6,Cis woman,ANSUR (1988)
91.8,90.0,79.2,72.7,,75.6,96.4,Cis woman,ANSUR (1988)
83.5,86.2,76.1,75.0,,76.8,94.8,Cis woman,ANSUR (1988)
90.4,91.5,77.8,76.2,,77.9,95.7,Cis woman,ANSUR (1988)
89.1,91.4,80.2,73.3,,81.6,101.1,Cis woman,ANSUR (1988)
86.0,90.0,74.8,78.6,,80.8,95.8,Cis woman,ANSUR (1988)
79.6,83.7,68.7,63.4,,69.9,89.0,Cis woman,ANSUR (1988)
88.1,92.1,73.7,70.9,,73.8,91.3,Cis woman,ANSUR (1988)
96.4,96.8,83.0,74.1,,78.7,103.1,Cis woman,ANSUR (1988)
93.1,91.3,81.6,73.1,,81.6,96.6,Cis woman,ANSUR (1988)
92.9,98.2,81.9,79.4,,90.0,98.3,Cis woman,ANSUR (1988)
92.4,92.0,79.9,70.2,,74.6,97.5,Cis woman,ANSUR (1988)
92.2,92.3,79.3,82.5,,91.9,102.1,Cis woman,ANSUR (1988)
93.6,94.8,77.8,73.5,,80.3,98.4,Cis woman,ANSUR (1988)
95.3,100.0,82.6,80.9,,87.5,98.5,Cis woman,ANSUR (1988)
81.0,83.6,69.8,68.7,,73.6,90.5,Cis woman,ANSUR (1988)
78.8,75.2,67.7,60.5,,67.0,89.0,Cis woman,ANSUR (1988)
90.7,94.7,81.3,78.8,,84.0,94.1,Cis woman,ANSUR (1988)
87.7,85.9,75.0,73.1,,81.9,97.8,Cis woman,ANSUR (1988)
87.5,86.8,73.8,68.0,,70.8,92.7,Cis woman,ANSUR (1988)
78.9,77.8,68.5,62.0,,66.3,85.7,Cis woman,ANSUR (1988)
82.5,83.8,71.1,65.6,,68.9,89.0,Cis woman,ANSUR (1988)
86.2,85.6,75.8,68.0,,76.6,91.6,Cis woman,ANSUR (1988)
82.4,81.5,71.5,68.5,,80.2,93.2,Cis woman,ANSUR (1988)
79.4,83.7,69.9,69.3,,81.5,90.4,Cis woman,ANSUR (1988)
89.2,93.2,83.6,72.8,,80.5,101.2,Cis woman,ANSUR (1988)
87.4,93.7,77.3,71.3,,79.8,96.0,Cis woman,ANSUR (1988)
85.8,86.5,72.0,64.8,,66.4,85.2,Cis woman,ANSUR (1988)
83.7,85.5,70.3,65.0,,73.1,90.9,Cis woman,ANSUR (1988)
94.0,97.8,82.6,77.1,,83.2,101.8,Cis woman,ANSUR (1988)
95.2,98.4,85.3,78.1,,86.2,103.7,Cis woman,ANSUR (1988)
90.0,91.8,81.2,73.8,,77.2,102.1,Cis woman,ANSUR (1988)
86.0,90.5,75.6,72.9,,87.3,97.2,Cis woman,ANSUR (1988)
91.3,93.5,76.7,73.1,,82.8,99.8,Cis woman,ANSUR (1988)
92.3,91.5,81.9,79.3,,93.1,96.3,Cis woman,ANSUR (1988)
82.3,84.7,72.7,71.0,,74.7,87.3,Cis woman,ANSUR (1988)
82.8,84.3,72.0,67.3,,75.1,88.4,Cis woman,ANSUR (1988)
100.6,102.3,91.8,87.7,,94.8,116.7,Cis woman,ANSUR (1988)
101.2,106.0,89.0,88.5,,103.1,108.2,Cis woman,ANSUR (1988)
87.2,88.4,75.0,69.5,,76.8,98.5,Cis woman,ANSUR (1988)
83.6,88.5,73.8,72.0,,75.8,95.6,Cis woman,ANSUR (1988)
92.0,96.7,82.7,81.1,,89.5,104.7,Cis woman,ANSUR (1988)
89.5,88.1,73.7,70.2,,73.0,107.0,Cis woman,ANSUR (1988)
88.9,87.1,75.2,73.7,,88.7,101.8,Cis woman,ANSUR (1988)
81.0,82.5,67.8,64.4,,73.8,92.0,Cis woman,ANSUR (1988)
77.2,74.5,66.3,60.8,,64.2,84.8,Cis woman,ANSUR (1988)
78.0,84.3,72.8,62.9,,66.4,90.5,Cis woman,ANSUR (1988)
95.2,98.9,85.6,74.6,,86.8,99.6,Cis woman,ANSUR (1988)
93.4,100.0,83.5,83.0,,91.4,97.6,Cis woman,ANSUR (1988)
90.3,90.2,78.4,73.3,,77.3,98.6,Cis woman,ANSUR (1988)
80.8,80.0,71.4,66.8,,67.5,89.3,Cis woman,ANSUR (1988)
89.5,92.0,77.6,73.8,,86.9,96.5,Cis woman,ANSUR (1988)
85.8,83.2,68.5,63.7,,65.8,86.9,Cis woman,ANSUR (1988)
86.2,86.7,74.6,72.7,,80.0,101.8,Cis woman,ANSUR (1988)
91.1,91.6,79.8,78.9,,81.1,103.2,Cis woman,ANSUR (1988)
83.9,83.3,71.1,66.0,,71.7,89.3,Cis woman,ANSUR (1988)
96.8,97.8,84.4,75.3,,83.1,98.8,Cis woman,ANSUR (1988)
88.5,86.2,73.8,72.3,,77.0,94.6,Cis woman,ANSUR (1988)
97.4,101.9,83.9,81.7,,93.6,108.0,Cis woman,ANSUR (1988)
89.8,92.0,73.2,71.9,,82.7,98.4,Cis woman,ANSUR (1988)
87.3,92.0,78.0,70.3,,76.1,90.9,Cis woman,ANSUR (1988)
82.5,84.9,71.2,69.4,,82.5,95.2,Cis woman,ANSUR (1988)
94.5,94.0,82.3,74.5,,81.5,104.3,Cis woman,ANSUR (1988)
88.2,91.9,78.4,73.6,,82.2,103.0,Cis woman,ANSUR (1988)
88.1,93.4,82.2,76.4,,80.7,97.2,Cis woman,ANSUR (1988)
87.1,91.8,72.0,69.1,,78.9,96.9,Cis woman,ANSUR (1988)
95.5,96.5,76.7,87.4,,97.5,115.1,Cis woman,ANSUR (1988)
83.6,83.0,69.6,67.9,,72.8,84.8,Cis woman,ANSUR (1988)
86.8,88.3,75.3,70.6,,82.1,96.8,Cis woman,ANSUR (1988)
91.2,94.3,76.2,72.2,,74.2,97.2,Cis woman,ANSUR (1988)
80.7,87.4,75.8,66.1,,72.2,95.0,Cis woman,ANSUR (1988)
82.4,83.1,70.0,66.7,,74.6,90.6,Cis woman,ANSUR (1988)
