overbust,bust,underbust,natural waist,waist,low waist,hip,gender,study
,81.5,,,78.5,,95.8,Cis woman,ANSUR (2012)
,95.6,,,91.6,,117.7,Cis woman,ANSUR (2012)
,92.7,,,85.4,,102.7,Cis woman,ANSUR (2012)
,85.5,,,77.8,,98.1,Cis woman,ANSUR (2012)
,90.0,,,77.1,,103.1,Cis woman,ANSUR (2012)
,94.6,,,89.7,,110.1,Cis woman,ANSUR (2012)
,88.2,,,82.2,,97.0,Cis woman,ANSUR (2012)
,97.3,,,93.5,,98.5,Cis woman,ANSUR (2012)
,84.8,,,82.8,,96.4,Cis woman,ANSUR (2012)
,90.3,,,84.1,,97.5,Cis woman,ANSUR (2012)
,81.5,,,75.4,,93.3,Cis woman,ANSUR (2012)
,88.3,,,86.5,,101.7,Cis woman,ANSUR (2012)
,90.2,,,82.7,,105.9,Cis woman,ANSUR (2012)
,93.0,,,88.7,,101.2,Cis woman,ANSUR (2012)
,86.6,,,83.6,,97.2,Cis woman,ANSUR (2012)
,93.1,,,91.7,,104.0,Cis woman,ANSUR (2012)
,82.6,,,73.9,,91.5,Cis woman,ANSUR (2012)
,84.7,,,77.9,,93.1,Cis woman,ANSUR (2012)
,85.7,,,77.5,,98.1,Cis woman,ANSUR (2012)
,92.0,,,86.0,,101.8,Cis woman,ANSUR (2012)
,78.4,,,70.0,,89.8,Cis woman,ANSUR (2012)
,84.0,,,81.2,,96.3,Cis woman,ANSUR (2012)
,102.5,,,90.8,,105.9,Cis woman,ANSUR (2012)
,79.4,,,73.3,,89.8,Cis woman,ANSUR (2012)
,94.5,,,90.4,,99.4,Cis woman,ANSUR (2012)
,89.0,,,81.4,,95.9,Cis woman,ANSUR (2012)
,95.7,,,87.2,,96.5,Cis woman,ANSUR (2012)
,100.8,,,98.0,,107.1,Cis woman,ANSUR (2012)
,99.8,,,104.6,,109.6,Cis woman,ANSUR (2012)
,90.9,,,84.1,,98.0,Cis woman,ANSUR (2012)
,98.2,,,82.4,,97.7,Cis woman,ANSUR (2012)
,101.8,,,95.5,,107.4,Cis woman,ANSUR (2012)
,79.6,,,71.7,,93.0,Cis woman,ANSUR (2012)
,111.2,,,96.4,,103.0,Cis woman,ANSUR (2012)
,91.3,,,75.8,,100.5,Cis woman,ANSUR (2012)
,88.4,,,82.9,,103.0,Cis woman,ANSUR (2012)
,107.3,,,99.9,,100.5,Cis woman,ANSUR (2012)
,101.2,,,94.1,,108.8,Cis woman,ANSUR (2012)
,91.7,,,77.6,,94.6,Cis woman,ANSUR (2012)
,97.9,,,82.2,,100.3,Cis woman,ANSUR (2012)
,87.7,,,75.2,,93.1,Cis woman,ANSUR (2012)
,82.4,,,71.6,,81.5,Cis woman,ANSUR (2012)
,88.9,,,75.9,,92.6,Cis woman,ANSUR (2012)
,96.0,,,89.8,,111.2,Cis woman,ANSUR (2012)
,98.3,,,85.2,,105.5,Cis woman,ANSUR (2012)
,97.6,,,92.0,,105.4,Cis woman,ANSUR (2012)
,102.9,,,104.7,,113.0,Cis woman,ANSUR (2012)
,91.5,,,90.4,,106.6,Cis woman,ANSUR (2012)
,92.2,,,87.5,,106.0,Cis woman,ANSUR (2012)
,99.2,,,85.0,,106.2,Cis woman,ANSUR (2012)
,101.5,,,98.7,,107.9,Cis woman,ANSUR (2012)
,94.5,,,87.0,,107.9,Cis woman,ANSUR (2012)
,84.3,,,74.3,,91.2,Cis woman,ANSUR (2012)
,109.6,,,91.0,,110.0,Cis woman,ANSUR (2012)
,97.4,,,96.4,,109.5,Cis woman,ANSUR (2012)
,103.2,,,93.4,,104.6,Cis woman,ANSUR (2012)
,88.2,,,78.0,,98.5,Cis woman,ANSUR (2012)
,101.3,,,95.1,,110.4,Cis woman,ANSUR (2012)
,89.9,,,79.5,,96.9,Cis woman,ANSUR (2012)
,84.7,,,81.5,,90.7,Cis woman,ANSUR (2012)
,95.3,,,84.8,,101.5,Cis woman,ANSUR (2012)
,99.3,,,79.7,,96.6,Cis woman,ANSUR (2012)
,89.7,,,92.7,,96.1,Cis woman,ANSUR (2012)
,101.5,,,98.6,,108.6,Cis woman,ANSUR (2012)
,92.4,,,88.4,,110.3,Cis woman,ANSUR (2012)
,73.7,,,67.3,,87.2,Cis woman,ANSUR (2012)
,96.2,,,81.0,,103.9,Cis woman,ANSUR (2012)
,99.8,,,93.3,,107.6,Cis woman,ANSUR (2012)
,93.7,,,99.5,,107.7,Cis woman,ANSUR (2012)
,100.4,,,96.6,,110.0,Cis woman,ANSUR (2012)
,92.4,,,87.4,,103.6,Cis woman,ANSUR (2012)
,102.3,,,101.3,,104.4,Cis woman,ANSUR (2012)
,88.7,,,73.5,,99.8,Cis woman,ANSUR (2012)
,95.0,,,107.2,,113.0,Cis woman,ANSUR (2012)
,91.7,,,83.4,,104.6,Cis woman,ANSUR (2012)
,105.2,,,106.5,,116.7,Cis woman,ANSUR (2012)
,86.8,,,81.8,,97.3,Cis woman,ANSUR (2012)
,86.1,,,82.8,,99.0,Cis woman,ANSUR (2012)
,98.0,,,94.5,,104.0,Cis woman,ANSUR (2012)
,94.5,,,90.0,,100.2,Cis woman,ANSUR (2012)
,85.7,,,83.1,,103.3,Cis woman,ANSUR (2012)
,88.5,,,82.2,,93.2,Cis woman,ANSUR (2012)
,99.4,,,102.1,,111.7,Cis woman,ANSUR (2012)
,120.2,,,115.7,,114.8,Cis woman,ANSUR (2012)
,98.2,,,86.1,,104.2,Cis woman,ANSUR (2012)
,88.2,,,76.5,,97.1,Cis woman,ANSUR (2012)
,120.8,,,108.5,,107.8,Cis woman,ANSUR (2012)
,93.0,,,88.0,,99.5,Cis woman,ANSUR (2012)
,98.5,,,101.2,,107.4,Cis woman,ANSUR (2012)
,92.2,,,83.1,,100.6,Cis woman,ANSUR (2012)
,88.9,,,79.7,,91.6,Cis woman,ANSUR (2012)
,79.2,,,76.2,,91.8,Cis woman,ANSUR (2012)
,99.7,,,92.2,,110.8,Cis woman,ANSUR (2012)
,105.1,,,103.5,,109.2,Cis woman,ANSUR (2012)
,90.8,,,101.2,,108.3,Cis woman,ANSUR (2012)
,96.4,,,86.4,,98.6,Cis woman,ANSUR (2012)
,98.0,,,96.2,,107.9,Cis woman,ANSUR (2012)
,97.2,,,91.4,,98.3,Cis woman,ANSUR (2012)
,92.1,,,86.2,,109.4,Cis woman,ANSUR (2012)
,100.3,,,95.7,,104.5,Cis woman,ANSUR (2012)
,103.5,,,89.7,,114.7,Cis woman,ANSUR (2012)
,86.3,,,81.2,,96.4,Cis woman,ANSUR (2012)
,93.9,,,86.5,,99.8,Cis woman,ANSUR (2012)
,98.0,,,105.4,,119.0,Cis woman,ANSUR (2012)
,103.0,,,97.3,,116.3,Cis woman,ANSUR (2012)
,103.5,,,94.7,,96.6,Cis woman,ANSUR (2012)
,93.3,,,90.2,,104.1,Cis woman,ANSUR (2012)
,86.0,,,78.2,,90.9,Cis woman,ANSUR (2012)
,87.3,,,75.5,,90.5,Cis woman,ANSUR (2012)
,97.6,,,99.0,,109.8,Cis woman,ANSUR (2012)
,100.3,,,97.2,,112.6,Cis woman,ANSUR (2012)
,95.1,,,92.2,,106.9,Cis woman,ANSUR (2012)
,92.4,,,89.5,,103.1,Cis woman,ANSUR (2012)
,96.6,,,88.5,,103.4,Cis woman,ANSUR (2012)
,102.2,,,91.0,,102.3,Cis woman,ANSUR (2012)
,94.7,,,82.7,,100.0,Cis woman,ANSUR (2012)
,94.1,,,84.0,,108.5,Cis woman,ANSUR (2012)
,106.6,,,103.2,,119.6,Cis woman,ANSUR (2012)
,109.1,,,90.3,,106.1,Cis woman,ANSUR (2012)
,95.3,,,87.5,,100.5,Cis woman,ANSUR (2012)
,90.4,,,79.0,,97.9,Cis woman,ANSUR (2012)
,90.0,,,87.5,,106.3,Cis woman,ANSUR (2012)
,101.3,,,98.3,,111.0,Cis woman,ANSUR (2012)
,114.7,,,113.9,,116.8,Cis woman,ANSUR (2012)
,87.4,,,79.2,,99.5,Cis woman,ANSUR (2012)
,121.4,,,113.3,,118.1,Cis woman,ANSUR (2012)
,89.3,,,88.1,,99.1,Cis woman,ANSUR (2012)
,90.2,,,90.7,,110.1,Cis woman,ANSUR (2012)
,94.0,,,85.0,,99.4,Cis woman,ANSUR (2012)
,98.9,,,94.5,,105.4,Cis woman,ANSUR (2012)
,103.3,,,106.9,,116.0,Cis woman,ANSUR (2012)
,99.5,,,92.0,,111.1,Cis woman,ANSUR (2012)
,115.4,,,109.5,,115.7,Cis woman,ANSUR (2012)
,117.2,,,103.9,,109.8,Cis woman,ANSUR (2012)
,87.0,,,76.5,,93.6,Cis woman,ANSUR (2012)
,111.0,,,104.2,,107.8,Cis woman,ANSUR (2012)
,98.2,,,88.0,,99.0,Cis woman,ANSUR (2012)
,89.7,,,81.1,,97.8,Cis woman,ANSUR (2012)
,96.6,,,98.7,,111.4,Cis woman,ANSUR (2012)
,83.8,,,79.3,,99.9,Cis woman,ANSUR (2012)
,99.6,,,91.8,,110.2,Cis woman,ANSUR (2012)
,100.6,,,104.0,,106.0,Cis woman,ANSUR (2012)
,88.2,,,80.3,,90.1,Cis woman,ANSUR (2012)
,103.5,,,83.8,,98.3,Cis woman,ANSUR (2012)
,89.5,,,87.8,,98.8,Cis woman,ANSUR (2012)
,105.3,,,104.0,,114.8,Cis woman,ANSUR (2012)
,88.2,,,78.5,,95.7,Cis woman,ANSUR (2012)
,103.6,,,94.3,,102.7,Cis woman,ANSUR (2012)
,87.6,,,80.0,,96.6,Cis woman,ANSUR (2012)
,96.4,,,91.6,,102.6,Cis woman,ANSUR (2012)
,93.5,,,96.1,,101.3,Cis woman,ANSUR (2012)
,109.8,,,106.5,,115.9,Cis woman,ANSUR (2012)
,92.4,,,84.7,,104.6,Cis woman,ANSUR (2012)
,103.2,,,102.0,,115.8,Cis woman,ANSUR (2012)
,92.3,,,79.0,,90.4,Cis woman,ANSUR (2012)
,93.4,,,88.7,,108.0,Cis woman,ANSUR (2012)
,107.7,,,97.5,,108.8,Cis woman,ANSUR (2012)
,109.8,,,110.0,,120.5,Cis woman,ANSUR (2012)
,90.7,,,89.6,,98.2,Cis woman,ANSUR (2012)
,72.6,,,66.0,,85.4,Cis woman,ANSUR (2012)
,109.0,,,102.1,,102.2,Cis woman,ANSUR (2012)
,83.6,,,79.0,,90.0,Cis woman,ANSUR (2012)
,90.1,,,81.6,,98.9,Cis woman,ANSUR (2012)
,102.3,,,96.6,,104.8,Cis woman,ANSUR (2012)
,98.0,,,96.6,,108.3,Cis woman,ANSUR (2012)
,97.6,,,80.9,,98.5,Cis woman,ANSUR (2012)
,92.2,,,78.7,,89.0,Cis woman,ANSUR (2012)
,112.6,,,90.7,,108.9,Cis woman,ANSUR (2012)
,89.2,,,87.7,,100.2,Cis woman,ANSUR (2012)
,100.0,,,87.8,,110.2,Cis woman,ANSUR (2012)
,86.4,,,73.4,,98.2,Cis woman,ANSUR (2012)
,88.0,,,86.1,,101.0,Cis woman,ANSUR (2012)
,98.0,,,88.5,,96.1,Cis woman,ANSUR (2012)
,93.6,,,82.0,,98.5,Cis woman,ANSUR (2012)
,88.2,,,79.6,,96.2,Cis woman,ANSUR (2012)
,93.4,,,83.5,,97.5,Cis woman,ANSUR (2012)
,102.1,,,92.2,,109.2,Cis woman,ANSUR (2012)
,88.7,,,76.9,,96.3,Cis woman,ANSUR (2012)
,90.0,,,81.2,,95.9,Cis woman,ANSUR (2012)
,103.5,,,97.3,,106.3,Cis woman,ANSUR (2012)
,101.3,,,95.2,,102.1,Cis woman,ANSUR (2012)
,110.0,,,111.3,,111.0,Cis woman,ANSUR (2012)
,98.1,,,90.7,,95.2,Cis woman,ANSUR (2012)
,109.5,,,106.8,,115.6,Cis woman,ANSUR (2012)
,98.5,,,84.3,,95.5,Cis woman,ANSUR (2012)
,88.4,,,75.5,,99.9,Cis woman,ANSUR (2012)
,103.0,,,91.0,,102.5,Cis woman,ANSUR (2012)
,101.2,,,94.3,,110.2,Cis woman,ANSUR (2012)
,89.0,,,81.9,,104.5,Cis woman,ANSUR (2012)
,87.8,,,90.5,,110.4,Cis woman,ANSUR (2012)
,102.8,,,101.8,,108.7,Cis woman,ANSUR (2012)
,82.5,,,75.7,,92.8,Cis woman,ANSUR (2012)
,104.1,,,89.3,,109.2,Cis woman,ANSUR (2012)
,102.3,,,84.9,,104.1,Cis woman,ANSUR (2012)
,94.9,,,76.8,,99.0,Cis woman,ANSUR (2012)
,91.4,,,85.0,,105.1,Cis woman,ANSUR (2012)
,111.1,,,109.0,,113.9,Cis woman,ANSUR (2012)
,85.5,,,83.5,,97.6,Cis woman,ANSUR (2012)
,101.5,,,94.6,,110.7,Cis woman,ANSUR (2012)
,92.9,,,85.2,,106.6,Cis woman,ANSUR (2012)
,92.5,,,74.1,,93.9,Cis woman,ANSUR (2012)
,112.9,,,106.0,,113.8,Cis woman,ANSUR (2012)
,100.8,,,101.7,,106.0,Cis woman,ANSUR (2012)
,84.5,,,78.2,,100.2,Cis woman,ANSUR (2012)
,103.9,,,103.0,,111.5,Cis woman,ANSUR (2012)
,90.2,,,85.3,,100.7,Cis woman,ANSUR (2012)
,94.8,,,88.1,,96.5,Cis woman,ANSUR (2012)
,105.1,,,94.8,,104.3,Cis woman,ANSUR (2012)
,100.3,,,84.6,,104.4,Cis woman,ANSUR (2012)
,88.2,,,87.5,,102.6,Cis woman,ANSUR (2012)
,105.6,,,98.2,,109.1,Cis woman,ANSUR (2012)
,96.5,,,79.1,,95.4,Cis woman,ANSUR (2012)
,93.2,,,84.4,,102.3,Cis woman,ANSUR (2012)
,105.1,,,102.8,,118.1,Cis woman,ANSUR (2012)
,85.0,,,76.8,,96.1,Cis woman,ANSUR (2012)
,83.0,,,77.5,,99.3,Cis woman,ANSUR (2012)
,88.9,,,71.8,,89.0,Cis woman,ANSUR (2012)
,100.5,,,87.1,,102.1,Cis woman,ANSUR (2012)
,92.5,,,84.0,,106.3,Cis woman,ANSUR (2012)
,84.4,,,71.9,,95.1,Cis woman,ANSUR (2012)
,90.0,,,81.1,,97.6,Cis woman,ANSUR (2012)
,95.4,,,92.0,,107.0,Cis woman,ANSUR (2012)
,92.5,,,81.2,,99.8,Cis woman,ANSUR (2012)
,90.2,,,81.4,,103.3,Cis woman,ANSUR (2012)
,94.7,,,81.8,,100.8,Cis woman,ANSUR (2012)
,94.4,,,84.4,,103.6,Cis woman,ANSUR (2012)
,89.9,,,78.7,,93.0,Cis woman,ANSUR (2012)
,103.3,,,94.8,,118.2,Cis woman,ANSUR (2012)
,90.0,,,83.4,,99.5,Cis woman,ANSUR (2012)
,99.6,,,97.2,,112.7,Cis woman,ANSUR (2012)
,90.6,,,76.3,,92.5,Cis woman,ANSUR (2012)
,89.6,,,71.0,,89.4,Cis woman,ANSUR (2012)
,87.6,,,80.5,,94.5,Cis woman,ANSUR (2012)
,95.5,,,84.3,,104.6,Cis woman,ANSUR (2012)
,91.2,,,86.6,,104.0,Cis woman,ANSUR (2012)
,116.0,,,98.1,,114.2,Cis woman,ANSUR (2012)
,84.4,,,84.0,,103.3,Cis woman,ANSUR (2012)
,94.8,,,86.6,,104.2,Cis woman,ANSUR (2012)
,92.8,,,74.5,,98.4,Cis woman,ANSUR (2012)
,104.2,,,93.0,,101.6,Cis woman,ANSUR (2012)
,90.6,,,82.4,,101.5,Cis woman,ANSUR (2012)
,77.6,,,66.9,,88.7,Cis woman,ANSUR (2012)
,87.2,,,76.9,,94.4,Cis woman,ANSUR (2012)
,100.5,,,87.7,,102.2,Cis woman,ANSUR (2012)
,105.5,,,97.0,,107.2,Cis woman,ANSUR (2012)
,100.6,,,88.0,,110.1,Cis woman,ANSUR (2012)
,95.3,,,87.0,,99.7,Cis woman,ANSUR (2012)
,93.5,,,90.0,,108.0,Cis woman,ANSUR (2012)
,89.5,,,75.2,,93.7,Cis woman,ANSUR (2012)
,99.2,,,80.5,,100.8,Cis woman,ANSUR (2012)
,90.0,,,84.2,,99.4,Cis woman,ANSUR (2012)
,95.3,,,91.7,,100.1,Cis woman,ANSUR (2012)
,97.1,,,85.3,,114.2,Cis woman,ANSUR (2012)
,99.0,,,95.3,,101.9,Cis woman,ANSUR (2012)
,87.3,,,81.6,,96.2,Cis woman,ANSUR (2012)
,85.2,,,77.8,,98.5,Cis woman,ANSUR (2012)
,103.9,,,96.3,,114.3,Cis woman,ANSUR (2012)
,99.2,,,93.1,,106.8,Cis woman,ANSUR (2012)
,97.0,,,88.9,,110.4,Cis woman,ANSUR (2012)
,93.6,,,80.5,,100.8,Cis woman,ANSUR (2012)
,88.2,,,77.6,,96.7,Cis woman,ANSUR (2012)
,97.8,,,79.5,,100.7,Cis woman,ANSUR (2012)
,99.7,,,93.6,,111.2,Cis woman,ANSUR (2012)
,82.2,,,70.2,,95.7,Cis woman,ANSUR (2012)
,93.2,,,91.8,,115.6,Cis woman,ANSUR (2012)
,90.3,,,82.8,,101.2,Cis woman,ANSUR (2012)
,79.8,,,69.8,,90.7,Cis woman,ANSUR (2012)
,95.7,,,83.9,,107.2,Cis woman,ANSUR (2012)
,85.4,,,77.4,,91.3,Cis woman,ANSUR (2012)
,89.6,,,82.8,,99.4,Cis woman,ANSUR (2012)
,80.4,,,72.2,,91.2,Cis woman,ANSUR (2012)
,90.0,,,80.5,,96.3,Cis woman,ANSUR (2012)
,94.4,,,82.1,,95.7,Cis woman,ANSUR (2012)
,87.5,,,79.7,,97.2,Cis woman,ANSUR (2012)
,88.1,,,76.4,,91.1,Cis woman,ANSUR (2012)
,92.6,,,84.7,,101.1,Cis woman,ANSUR (2012)
,102.1,,,86.3,,99.5,Cis woman,ANSUR (2012)
,91.9,,,86.8,,100.7,Cis woman,ANSUR (2012)
,98.9,,,90.7,,105.1,Cis woman,ANSUR (2012)
,96.1,,,88.3,,104.6,Cis woman,ANSUR (2012)
,99.4,,,94.6,,109.8,Cis woman,ANSUR (2012)
,83.6,,,73.5,,98.2,Cis woman,ANSUR (2012)
,94.4,,,95.2,,110.2,Cis woman,ANSUR (2012)
,89.6,,,83.3,,95.4,Cis woman,ANSUR (2012)
,84.1,,,73.7,,86.4,Cis woman,ANSUR (2012)
,86.3,,,71.5,,100.3,Cis woman,ANSUR (2012)
,87.0,,,80.8,,95.9,Cis woman,ANSUR (2012)
,90.2,,,75.8,,94.9,Cis woman,ANSUR (2012)
,91.4,,,88.3,,97.7,Cis woman,ANSUR (2012)
,82.4,,,78.9,,92.0,Cis woman,ANSUR (2012)
,88.1,,,81.2,,102.2,Cis woman,ANSUR (2012)
,92.9,,,83.8,,100.8,Cis woman,ANSUR (2012)
,90.0,,,77.0,,96.4,Cis woman,ANSUR (2012)
,80.7,,,70.7,,92.8,Cis woman,ANSUR (2012)
,95.0,,,79.8,,100.8,Cis woman,ANSUR (2012)
,89.2,,,85.6,,99.4,Cis woman,ANSUR (2012)
,85.2,,,71.6,,94.4,Cis woman,ANSUR (2012)
,107.1,,,94.0,,101.1,Cis woman,ANSUR (2012)
,98.7,,,90.7,,103.4,Cis woman,ANSUR (2012)
,96.1,,,83.2,,103.2,Cis woman,ANSUR (2012)
,91.2,,,83.6,,96.5,Cis woman,ANSUR (2012)
,94.7,,,84.0,,102.6,Cis woman,ANSUR (2012)
,89.3,,,79.0,,104.0,Cis woman,ANSUR (2012)
,83.7,,,73.3,,91.8,Cis woman,ANSUR (2012)
,88.2,,,70.0,,89.9,Cis woman,ANSUR (2012)
,105.7,,,80.5,,100.6,Cis woman,ANSUR (2012)
,95.6,,,93.7,,110.2,Cis woman,ANSUR (2012)
,97.6,,,86.7,,97.6,Cis woman,ANSUR (2012)
,80.8,,,64.1,,82.2,Cis woman,ANSUR (2012)
,108.2,,,95.1,,106.3,Cis woman,ANSUR (2012)
,100.2,,,84.5,,110.3,Cis woman,ANSUR (2012)
,96.6,,,87.6,,101.9,Cis woman,ANSUR (2012)
,103.0,,,95.1,,108.1,Cis woman,ANSUR (2012)
,90.4,,,79.0,,96.9,Cis woman,ANSUR (2012)
,91.4,,,75.2,,97.9,Cis woman,ANSUR (2012)
,93.3,,,80.7,,100.8,Cis woman,ANSUR (2012)
,91.7,,,85.2,,98.4,Cis woman,ANSUR (2012)
,87.4,,,88.0,,98.9,Cis woman,ANSUR (2012)
,102.2,,,91.3,,110.5,Cis woman,ANSUR (2012)
,95.6,,,88.5,,105.4,Cis woman,ANSUR (2012)
,85.0,,,74.2,,90.0,Cis woman,ANSUR (2012)
,91.2,,,82.6,,100.2,Cis woman,ANSUR (2012)
,89.5,,,82.0,,99.3,Cis woman,ANSUR (2012)
,102.1,,,101.0,,117.6,Cis woman,ANSUR (2012)
,89.3,,,82.0,,105.3,Cis woman,ANSUR (2012)
,97.6,,,79.2,,96.5,Cis woman,ANSUR (2012)
,88.6,,,76.6,,98.9,Cis woman,ANSUR (2012)
,84.7,,,72.8,,90.0,Cis woman,ANSUR (2012)
,95.6,,,89.5,,98.7,Cis woman,ANSUR (2012)
,82.4,,,81.1,,106.4,Cis woman,ANSUR (2012)
,94.5,,,85.6,,102.5,Cis woman,ANSUR (2012)
,90.7,,,77.2,,107.6,Cis woman,ANSUR (2012)
,88.7,,,82.6,,103.4,Cis woman,ANSUR (2012)
,92.9,,,84.4,,98.3,Cis woman,ANSUR (2012)
,86.3,,,75.6,,99.0,Cis woman,ANSUR (2012)
,91.7,,,89.3,,105.0,Cis woman,ANSUR (2012)
,107.0,,,105.9,,119.3,Cis woman,ANSUR (2012)
,88.3,,,78.1,,103.5,Cis woman,ANSUR (2012)
,110.3,,,93.2,,111.6,Cis woman,ANSUR (2012)
,85.4,,,74.6,,93.5,Cis woman,ANSUR (2012)
,90.8,,,80.1,,96.2,Cis woman,ANSUR (2012)
,91.3,,,92.8,,101.0,Cis woman,ANSUR (2012)
,92.3,,,80.6,,102.5,Cis woman,ANSUR (2012)
,88.9,,,74.9,,96.7,Cis woman,ANSUR (2012)
,84.5,,,76.7,,92.6,Cis woman,ANSUR (2012)
,87.4,,,74.8,,93.2,Cis woman,ANSUR (2012)
,85.1,,,79.8,,99.0,Cis woman,ANSUR (2012)
,81.1,,,72.2,,91.2,Cis woman,ANSUR (2012)
,99.8,,,88.8,,103.4,Cis woman,ANSUR (2012)
,97.4,,,78.4,,100.0,Cis woman,ANSUR (2012)
,93.5,,,77.8,,101.2,Cis woman,ANSUR (2012)
,100.1,,,93.0,,99.7,Cis woman,ANSUR (2012)
,79.0,,,74.0,,95.7,Cis woman,ANSUR (2012)
,85.4,,,81.8,,92.7,Cis woman,ANSUR (2012)
,105.6,,,102.6,,115.3,Cis woman,ANSUR (2012)
,92.3,,,79.6,,95.0,Cis woman,ANSUR (2012)
,94.2,,,86.5,,107.8,Cis woman,ANSUR (2012)
,93.0,,,89.2,,104.6,Cis woman,ANSUR (2012)
,94.5,,,89.1,,99.5,Cis woman,ANSUR (2012)
,103.7,,,98.5,,111.0,Cis woman,ANSUR (2012)
,83.6,,,76.7,,94.9,Cis woman,ANSUR (2012)
,79.0,,,69.8,,88.1,Cis woman,ANSUR (2012)
,104.0,,,103.1,,111.3,Cis woman,ANSUR (2012)
,98.5,,,86.9,,106.0,Cis woman,ANSUR (2012)
,93.2,,,85.3,,98.3,Cis woman,ANSUR (2012)
,90.8,,,78.8,,101.9,Cis woman,ANSUR (2012)
,82.0,,,75.5,,90.1,Cis woman,ANSUR (2012)
,95.3,,,86.8,,101.8,Cis woman,ANSUR (2012)
,93.4,,,77.3,,102.8,Cis woman,ANSUR (2012)
,96.9,,,84.7,,94.0,Cis woman,ANSUR (2012)
,84.1,,,79.9,,98.2,Cis woman,ANSUR (2012)
,99.8,,,89.5,,97.3,Cis woman,ANSUR (2012)
,82.6,,,74.0,,89.6,Cis woman,ANSUR (2012)
,95.3,,,92.7,,107.4,Cis woman,ANSUR (2012)
,100.1,,,90.5,,104.6,Cis woman,ANSUR (2012)
,95.6,,,83.7,,95.3,Cis woman,ANSUR (2012)
,97.5,,,89.6,,112.3,Cis woman,ANSUR (2012)
,101.9,,,96.8,,112.2,Cis woman,ANSUR (2012)
,97.1,,,94.1,,109.1,Cis woman,ANSUR (2012)
,89.0,,,69.8,,91.9,Cis woman,ANSUR (2012)
,83.4,,,78.5,,98.3,Cis woman,ANSUR (2012)
,104.6,,,92.8,,103.0,Cis woman,ANSUR (2012)
,92.0,,,78.3,,91.5,Cis woman,ANSUR (2012)
,86.9,,,77.2,,98.1,Cis woman,ANSUR (2012)
,100.3,,,97.0,,107.1,Cis woman,ANSUR (2012)
,95.5,,,88.0,,96.0,Cis woman,ANSUR (2012)
,106.8,,,94.6,,106.4,Cis woman,ANSUR (2012)
,98.8,,,91.5,,101.4,Cis woman,ANSUR (2012)
,91.2,,,85.5,,102.5,Cis woman,ANSUR (2012)
,102.7,,,88.1,,109.8,Cis woman,ANSUR (2012)
,99.5,,,85.5,,105.5,Cis woman,ANSUR (2012)
,83.4,,,82.5,,97.4,Cis woman,ANSUR (2012)
,97.2,,,93.9,,106.1,Cis woman,ANSUR (2012)
,92.8,,,83.7,,100.3,Cis woman,ANSUR (2012)
,89.1,,,82.2,,106.2,Cis woman,ANSUR (2012)
,99.8,,,89.5,,108.3,Cis woman,ANSUR (2012)
,98.3,,,80.3,,103.2,Cis woman,ANSUR (2012)
,91.9,,,91.1,,103.6,Cis woman,ANSUR (2012)
,91.6,,,82.2,,108.6,Cis woman,ANSUR (2012)
,92.0,,,79.0,,102.2,Cis woman,ANSUR (2012)
,85.5,,,70.0,,91.5,Cis woman,ANSUR (2012)
,92.3,,,72.7,,89.8,Cis woman,ANSUR (2012)
,98.8,,,84.9,,104.5,Cis woman,ANSUR (2012)
,109.8,,,117.4,,117.0,Cis woman,ANSUR (2012)
,91.3,,,83.7,,103.5,Cis woman,ANSUR (2012)
,93.6,,,83.5,,103.3,Cis woman,ANSUR (2012)
,109.3,,,111.4,,116.5,Cis woman,ANSUR (2012)
,103.7,,,96.0,,107.8,Cis woman,ANSUR (2012)
,90.3,,,81.4,,98.8,Cis woman,ANSUR (2012)
,88.3,,,82.4,,105.4,Cis woman,ANSUR (2012)
,98.6,,,88.9,,101.6,Cis woman,ANSUR (2012)
,92.0,,,79.0,,99.3,Cis woman,ANSUR (2012)
,90.4,,,77.5,,102.7,Cis woman,ANSUR (2012)
,86.5,,,82.7,,100.3,Cis woman,ANSUR (2012)
,86.4,,,70.7,,90.3,Cis woman,ANSUR (2012)
,84.8,,,78.8,,95.3,Cis woman,ANSUR (2012)
,109.7,,,98.2,,116.0,Cis woman,ANSUR (2012)
,93.7,,,80.4,,104.4,Cis woman,ANSUR (2012)
,94.7,,,84.7,,91.4,Cis woman,ANSUR (2012)
,86.0,,,75.7,,97.0,Cis woman,ANSUR (2012)
,95.9,,,86.0,,102.2,Cis woman,ANSUR (2012)
,94.5,,,82.7,,104.1,Cis woman,ANSUR (2012)
,102.2,,,85.2,,106.9,Cis woman,ANSUR (2012)
,85.9,,,81.5,,98.5,Cis woman,ANSUR (2012)
,107.6,,,96.6,,110.8,Cis woman,ANSUR (2012)
,105.5,,,92.8,,106.8,Cis woman,ANSUR (2012)
,107.2,,,90.6,,106.2,Cis woman,ANSUR (2012)
,86.3,,,72.9,,85.9,Cis woman,ANSUR (2012)
,90.1,,,77.5,,97.3,Cis woman,ANSUR (2012)
,79.1,,,74.2,,93.3,Cis woman,ANSUR (2012)
,98.3,,,88.2,,107.0,Cis woman,ANSUR (2012)
,103.5,,,99.5,,116.7,Cis woman,ANSUR (2012)
,84.5,,,70.5,,95.6,Cis woman,ANSUR (2012)
,99.0,,,87.6,,99.9,Cis woman,ANSUR (2012)
,92.4,,,77.5,,101.8,Cis woman,ANSUR (2012)
,89.9,,,73.3,,92.4,Cis woman,ANSUR (2012)
